Date,NVDA.US_Close,TSLA.US_Close,AAPL.US_Close,GOOG.US_Close,NVDA.US_High,TSLA.US_High,AAPL.US_High,GOOG.US_High,NVDA.US_Low,TSLA.US_Low,AAPL.US_Low,GOOG.US_Low,NVDA.US_Open,TSLA.US_Open,AAPL.US_Open,GOOG.US_Open,NVDA.US_Volume,TSLA.US_Volume,AAPL.US_Volume,GOOG.US_Volume
2022-12-15,169.436,157.67,136.5,91.2,173.116,160.9299,141.8,94.03,166.918,153.28,136.025,90.43,171.376,153.44,141.11,93.54,47877690.467328,122334459.0,98931907.0,28298756.0
2022-12-14,176.653,156.8,143.21,95.31,182.43,161.62,146.655,97.22,174.115,155.31,141.16,93.94,179.781,159.25,145.35,95.54,49713190.644457,140682338.0,82291182.0,26452939.0
2022-12-13,180.631,160.95,145.47,95.85,187.808,175.05,149.9692,99.8,177.023,156.91,144.24,95.38,185.22,174.87,149.5,98.07,65691092.624048,175862722.0,93886161.0,34788522.0
2022-12-12,175.265,167.82,144.49,93.56,175.295,177.37,144.5,93.8745,167.887,167.52,141.06,91.9,170.286,176.1,142.7,93.09,45755219.552269,109794471.0,70462654.0,27380948.0
2022-12-09,169.926,179.05,142.16,93.07,175.745,182.5,145.57,94.49,169.666,173.36,140.9,93.02,171.516,173.84,142.34,93.9,46556651.595432,104872336.0,76097011.0,21885308.0
2022-12-08,171.606,173.44,142.65,93.95,171.706,175.2,143.52,95.87,159.512,169.06,141.1,93.8,162.65,172.2,142.36,95.69,51570845.686909,97624491.0,62128338.0,25593232.0
2022-12-07,161.121,174.04,140.94,95.15,161.781,179.38,143.37,97.31,156.593,172.218,140.0,95.025,157.643,175.03,142.19,96.77,37257029.81852,84213284.0,69721094.0,26647877.0
2022-12-06,159.792,179.82,142.91,97.31,165.648,183.65,147.3,100.21,158.113,175.33,141.92,96.7604,165.218,181.215,147.075,99.67,35286732.533376,92150823.0,64727186.0,20877623.0
2022-12-05,166.018,182.45,146.63,99.87,169.866,191.27,150.9199,101.7499,164.639,180.55,145.77,99.355,166.708,189.44,147.77,99.815,35242800.988201,93122667.0,68826442.0,19955546.0
2022-12-02,168.677,194.86,147.81,100.83,169.242,196.25,148.0,101.15,164.369,191.11,145.65,99.17,166.508,191.78,145.96,99.37,37157080.800917,73645922.0,65447446.0,18821527.0
2022-12-01,171.266,194.7,148.31,101.28,172.566,198.92,149.13,102.59,166.268,191.8,146.61,100.67,169.906,197.08,148.21,101.4,47120766.251964,80046213.0,71250416.0,21771536.0
2022-11-30,169.146,194.7,148.03,101.45,169.216,194.76,148.72,101.45,155.894,180.6301,140.55,94.67,156.893,182.43,141.395,95.12,56557559.301243,109186404.0,111380880.0,39888074.0
2022-11-29,156.273,180.83,141.17,95.44,159.202,186.38,144.81,96.3901,155.084,178.75,140.355,94.39,158.153,184.99,144.29,96.0,29860727.237341,83357111.0,83763803.0,20220007.0
2022-11-28,158.153,182.92,144.22,96.25,163.448,188.5,146.64,97.83,157.133,179.0,143.38,95.89,160.14,179.96,145.14,97.2,30437909.85684,93038148.0,69346522.0,19981974.0
2022-11-25,162.578,182.86,148.11,97.6,164.747,185.2,148.88,98.94,161.6,180.63,147.12,97.53,163.058,185.06,148.305,98.465,16805968.45397,50672739.0,35195860.0,8567819.0
2022-11-23,165.066,183.2,151.07,98.82,165.146,183.62,151.83,99.0685,160.36,172.5,149.34,97.34,160.86,173.57,149.45,97.34,42755992.026791,109536709.0,58301395.0,17568859.0
2022-11-22,160.26,169.91,150.18,97.33,160.456,170.92,150.42,97.5475,151.103,166.185,146.925,94.41,153.166,168.63,148.13,96.16,47321912.529915,78452327.0,51804132.0,18868850.0
2022-11-21,153.056,167.87,148.01,95.83,154.654,176.77,150.37,98.72,150.687,167.54,147.715,95.67,151.357,175.85,150.16,97.56,40504149.991642,92882712.0,58724070.0,18696874.0
2022-11-18,153.975,180.19,151.29,97.8,159.9,185.19,152.7,99.16,151.087,176.55,149.97,96.74,159.541,185.05,152.305,99.01,49243904.473313,76048866.0,74829573.0,24969880.0
2022-11-17,156.653,183.17,150.72,98.5,162.538,186.16,151.48,99.48,155.234,180.9,146.15,97.1,157.033,183.96,146.43,97.18,71142433.341432,64335970.0,80389400.0,21818732.0
2022-11-16,158.982,186.92,148.79,98.99,163.498,192.57,149.87,99.85,158.612,185.66,147.29,97.9015,161.495,191.51,149.13,98.02,65003181.02029,66567599.0,64218266.0,24660195.0
2022-11-15,166.535,194.42,150.04,98.72,169.853,200.8237,153.59,100.42,163.698,192.06,148.5613,97.02,167.09,195.88,152.215,98.67,54628306.622262,91293785.0,89868332.0,31830969.0
2022-11-14,162.828,190.95,148.28,96.03,165.276,195.73,150.28,97.18,159.102,186.34,147.43,95.1125,162.059,192.77,148.97,95.5,52824655.969927,92226649.0,73374114.0,24170076.0
2022-11-11,163.148,195.97,149.7,96.73,163.768,196.52,150.01,97.36,154.704,182.59,144.37,94.16,157.958,186.0,145.82,94.71,65597687.564675,114403575.0,93979665.0,30569112.0
2022-11-10,157.383,190.72,146.87,94.17,157.613,191.0,146.87,94.55,145.361,180.03,139.5,91.65,147.89,189.9,141.24,92.34,70134250.164705,132703015.0,118854028.0,42371216.0
2022-11-09,137.659,177.59,134.87,87.4,142.004,195.89,138.55,89.49,137.489,177.12,134.5933,87.3599,141.509,190.775,138.5,88.545,45475293.820338,127062659.0,74917794.0,26743883.0
2022-11-08,145.911,191.3,139.5,88.91,148.8,195.2,141.43,90.405,142.054,186.75,137.49,87.65,147.9,194.02,140.41,89.16,59573645.198395,128803404.0,89908477.0,30172001.0
2022-11-07,142.902,197.08,138.92,88.65,144.012,208.9,139.145,88.94,139.436,196.66,135.671,86.96,142.174,208.65,137.11,87.34,41036711.320467,93916520.0,83374628.0,26899879.0
2022-11-04,141.454,207.47,138.38,86.7,142.184,223.8,142.67,86.73,136.869,203.08,134.38,83.88,139.755,222.6,142.09,85.51,61303327.665174,98622212.0,140814796.0,40173284.0
2022-11-03,134.11,215.31,138.65,83.49,137.709,221.2,142.564,86.55,129.464,210.14,138.52,83.45,130.334,211.36,141.825,86.345,50043822.269177,56538848.0,98080948.443606,48510364.0
2022-11-02,132.091,214.98,144.79,87.07,141.994,227.8699,151.918,91.3,132.014,214.82,144.76,87.01,138.398,226.04,148.698,90.91,67313004.313602,63070293.0,93759899.328398,43553551.0
2022-11-01,135.329,227.82,150.401,90.5,139.146,237.3951,155.193,96.165,135.089,227.28,148.883,90.43,138.009,234.05,154.823,95.59,43314005.344619,62688822.0,80512682.533667,43220599.0
2022-10-31,134.869,227.54,153.086,94.66,138.279,229.85,153.985,96.35,132.87,221.94,151.668,94.38,137.679,226.19,152.901,95.78,48670410.605888,61554341.0,98105644.342631,29868714.0
2022-10-28,138.239,228.52,155.482,96.58,138.398,228.86,157.239,96.86,130.513,216.35,147.575,92.3225,130.941,225.4,147.955,92.53,52142895.327747,69152386.0,165035687.58637,35696925.0
2022-10-27,131.661,225.09,144.56,92.6,138.279,233.81,148.799,95.17,131.121,222.85,143.891,91.9,136.199,229.77,147.825,94.31,58354844.886227,61638824.0,109361263.8412,54036485.0
2022-10-26,128.864,224.64,149.103,94.82,133.78,230.6,151.738,98.54,126.985,218.2,147.795,94.57,128.594,219.4,150.71,96.76,53593313.443356,85327078.0,88582874.626918,71671814.0
2022-10-25,132.51,222.415,152.088,104.93,132.9,224.3498,152.237,105.0999,126.546,210.0,149.113,103.02,126.841,210.1,149.841,103.3,50585973.752944,96507870.0,74856259.89841,29910170.0
2022-10-24,125.897,211.25,149.202,102.97,127.005,213.5,149.981,103.1,120.55,198.5863,145.758,100.3,124.987,205.82,146.941,102.09,51784374.845836,100446765.0,76107960.847816,24680831.0
2022-10-21,124.567,214.44,147.026,101.48,124.887,214.66,147.603,101.62,118.782,203.8,142.413,98.23,120.89,206.415,142.633,98.46,60994947.591593,75713754.0,86692180.436995,28988727.0
2022-10-20,121.848,207.28,143.153,100.53,127.594,215.55,145.648,103.0,120.958,202.0,142.414,99.97,121.038,208.28,142.783,100.82,65288470.866911,117798062.0,64629021.507923,25125082.0
2022-10-19,120.42,222.04,143.622,100.29,123.407,222.93,144.709,101.6592,118.252,217.78,141.266,99.635,118.702,219.8,141.455,100.7,52352119.423881,66571479.0,61860788.019936,21573686.0
2022-10-18,119.58,220.19,143.512,101.39,124.827,229.82,146.457,104.22,116.093,217.25,140.377,100.65,123.347,229.5,145.249,103.94,65985435.852619,75891905.0,99301063.082736,21610541.0
2022-10-17,118.792,219.35,142.174,100.78,119.391,221.86,142.663,101.77,115.085,209.45,140.038,99.51,115.095,210.04,140.831,99.52,58120779.256533,79428810.0,85392357.792963,23311604.0
2022-10-14,112.186,204.99,138.151,97.18,121.018,226.26,144.281,101.29,111.956,204.16,137.961,97.03,120.48,224.01,144.071,100.625,71396465.867859,94124511.0,88744940.024389,22624832.0
2022-10-13,119.51,221.72,142.753,99.71,120.689,222.99,143.352,100.53,108.05,206.22,134.147,95.27,109.628,208.3,134.766,95.93,85073772.116147,91483045.0,113411796.95325,32812220.0
2022-10-12,114.915,217.24,138.111,98.3,117.262,219.2999,140.128,99.6476,113.366,211.51,137.931,97.67,115.703,215.33,138.9,98.27,49295797.18899,66860699.0,70550583.241622,17343431.0
2022-10-11,115.773,216.5,138.75,98.05,118.372,225.75,141.116,100.12,112.746,215.0,137.991,97.25,115.523,220.945,139.668,98.25,66797999.082881,77013202.0,77161459.553305,21617727.0
2022-10-10,116.613,222.96,140.187,98.71,121.151,226.99,141.655,99.99,113.997,218.3582,138.343,97.87,120.28,223.93,140.187,99.85,69922091.879456,67925018.0,75023248.449144,16529897.0
2022-10-07,120.669,223.07,139.858,99.57,126.606,234.5715,142.863,101.42,120.13,222.02,139.214,99.21,124.957,233.935,142.304,100.65,67298025.138067,83916800.0,86068096.888509,24249910.0
2022-10-06,131.201,238.13,145.189,102.24,136.459,244.58,147.296,103.73,130.931,235.35,144.98,101.5,132.101,239.44,145.569,101.5,64463783.591245,69298437.0,68515638.156933,17156240.0
2022-10-05,131.991,240.81,146.158,102.22,133.11,246.6697,147.136,102.74,126.117,233.27,142.773,99.74,129.011,245.01,143.836,100.69,50750936.827191,86982673.0,79602798.669574,18475515.0
2022-10-04,131.571,249.44,145.858,102.41,132.101,257.5,145.978,102.72,128.694,242.01,144.021,101.04,128.694,250.53,144.79,101.04,58461783.670205,109578535.0,87975761.182723,22580931.0
2022-10-03,125.027,242.4,142.214,99.3,126.686,255.16,142.833,99.97,120.958,241.01,137.457,97.02,123.377,254.5,137.981,97.22,54788723.304575,98363541.0,114501289.26796,24840028.0
2022-09-30,121.298,265.25,137.971,96.15,126.237,275.57,142.863,99.494,120.659,262.47,137.771,96.03,120.778,266.145,141.046,97.73,56606074.178254,67726598.0,125132506.69054,26277832.0
2022-09-29,122.108,268.21,142.244,98.09,124.907,283.65,146.477,99.3,119.372,265.78,140.447,96.52,124.387,282.76,145.858,99.3,53316089.61456,77620642.0,128350799.52449,21921520.0
2022-09-28,127.265,287.81,149.592,100.74,128.134,289.0,150.392,101.4,123.446,277.57,144.6,97.8,124.007,283.08,147.395,98.02,54281886.167837,54664809.0,146934726.47674,24616999.0
2022-09-27,124.037,282.94,151.509,98.09,127.265,288.67,154.464,100.46,122.488,277.51,149.697,97.34,124.977,283.84,152.487,99.91,55426758.324315,61925185.0,84582819.111125,24224988.0
2022-09-26,122.188,276.01,150.52,98.81,126.497,284.09,153.515,100.44,122.048,270.31,149.392,98.38,124.817,271.83,149.412,98.61,54775135.166853,58076913.0,93494245.377306,22437938.0
2022-09-23,125.067,275.33,150.181,99.17,126.017,284.5,151.219,100.11,122.478,272.82,148.314,98.01,124.107,283.09,150.94,100.06,66380455.565566,63748362.0,96189208.52184,25656959.0
2022-09-22,125.517,288.59,152.487,100.57,131.391,301.29,154.214,101.68,124.187,285.82,150.66,99.41,130.683,299.86,152.128,99.45,75972897.212823,70545413.0,86796285.846585,21272675.0
2022-09-21,132.51,300.8,153.465,100.01,140.204,313.8,158.477,103.49,131.001,300.63,153.346,99.99,132.031,308.29,157.079,102.24,80828243.648386,62555656.0,101865490.04552,26596757.0
2022-09-20,131.661,308.73,156.64,101.83,134.727,313.33,157.818,103.17,130.473,305.58,152.826,101.12,132.046,306.91,153.146,102.88,52520959.390567,61642783.0,107868437.5627,24001668.0
2022-09-19,133.72,309.07,154.224,103.85,134.53,309.84,154.304,104.02,130.004,297.8,148.853,102.37,130.024,300.09,149.063,102.54,57011062.328368,60231156.0,81609399.813695,19738603.0
2022-09-16,131.881,303.35,150.45,103.63,132.021,303.71,151.099,104.03,126.077,295.6005,148.124,101.855,127.32,299.605,150.96,102.97,67125220.213238,87087786.0,162548037.77469,64540115.0
2022-09-15,129.194,303.75,152.118,103.9,132.231,309.12,154.983,106.21,127.804,300.7247,151.129,103.31,130.056,301.825,154.394,105.01,52401611.348395,64795523.0,90631204.878863,26494933.0
2022-09-14,131.181,302.61,155.053,105.87,132.8,306.0,156.84,106.1,129.034,291.64,153.356,104.5,132.44,292.13,154.529,105.44,58894593.577338,72628653.0,88111330.700209,22115805.0
2022-09-13,131.211,292.13,153.585,105.31,139.116,297.3999,160.274,109.37,130.891,290.4,153.116,105.0,137.919,292.9,159.635,108.89,71548943.627168,68229619.0,122860083.31664,33014991.0
2022-09-12,144.941,304.42,163.159,111.87,145.361,305.49,163.988,112.64,141.874,300.4,159.036,110.93,143.582,300.72,159.326,111.99,48452072.710208,48674604.0,105130068.53342,19732905.0
2022-09-09,143.762,299.68,157.109,111.78,144.631,299.85,157.559,112.0,141.154,291.245,154.494,110.0,141.464,291.67,155.213,110.05,48749212.397659,54470854.0,68193942.394662,21745034.0
2022-09-08,139.795,289.26,154.204,109.42,139.975,289.5,156.101,110.58,133.59,279.76,152.427,108.06,134.49,281.3,154.384,109.18,62533966.809958,53713124.0,85064723.195352,21660654.0
2022-09-07,137.039,283.7,155.702,110.48,138.279,283.84,156.411,110.99,133.36,272.27,153.356,107.615,135.529,273.1,154.569,107.76,51304022.468621,50028916.0,87594640.005669,22987178.0
2022-09-06,134.51,274.42,154.274,107.48,137.648,275.99,156.83,108.88,133.37,265.74,153.435,106.51,137.168,272.675,156.211,108.135,53631050.696161,55859984.0,73837125.103198,20565050.0
2022-09-02,136.328,270.21,155.552,108.68,141.562,282.35,160.096,111.675,135.769,269.08,154.708,108.13,140.852,281.065,159.485,111.34,74393332.017468,50890090.0,77085429.639712,20618080.0
2022-09-01,139.225,277.16,157.698,110.55,143.649,277.58,158.158,111.22,132.563,266.15,154.414,108.19,141.932,272.575,156.381,109.2,118009588.12125,54287024.0,74353032.500515,22784385.0
2022-08-31,150.782,275.61,156.96,109.15,155.238,281.25,160.314,111.77,149.431,271.81,156.88,109.05,153.679,280.62,160.04,111.63,57430881.601694,52107337.0,88137055.302877,25897978.0
2022-08-30,154.518,277.7,158.647,109.91,160.222,288.48,162.291,111.37,151.662,272.65,157.459,108.8,159.434,287.865,161.861,111.03,53073420.134167,50541759.0,78035431.944193,20548202.0
2022-08-29,157.846,284.82,161.113,110.34,163.209,287.74,162.63,111.96,157.506,280.7,159.555,109.81,160.032,282.83,160.878,110.78,49664990.427319,41864742.0,73435570.085539,20386142.0
2022-08-26,162.43,288.09,163.349,111.3,179.053,302.0,170.767,116.6,162.2,287.47,163.289,111.22,178.384,297.43,170.288,115.81,76993040.295568,57163947.0,79091964.674348,31698668.0
2022-08-25,178.943,296.07,169.748,117.7,179.283,302.96,169.858,117.78,168.154,291.6,168.071,115.05,168.264,302.36,168.5,115.15,77149593.567525,53230013.0,51303172.489898,14874666.0
2022-08-24,172.041,297.097,167.253,114.7,173.878,303.647,167.832,115.7171,168.774,296.5,165.97,113.78,169.942,297.563,166.953,114.45,52320637.044424,57259716.0,53930839.18438,16051174.0
2022-08-23,171.631,296.453,166.953,114.77,174.468,298.827,168.431,115.93,169.523,287.923,166.374,114.3,169.708,291.453,166.803,114.32,37037203.702898,63985044.0,54236901.05527,14390691.0
2022-08-22,170.161,289.913,167.292,115.07,175.398,292.4,169.579,116.5,169.483,286.297,166.858,114.67,174.718,291.913,169.409,116.1,41002032.687614,55843347.0,69141314.342995,19316024.0
2022-08-19,178.304,296.667,171.236,118.12,185.008,300.36,173.452,120.0,177.515,292.5,171.026,117.67,184.018,299.0,172.743,119.87,44204935.046644,61395387.0,70462989.176569,20186983.0
2022-08-18,187.535,302.87,173.862,120.86,188.452,306.5,174.61,121.69,181.64,301.853,172.833,119.5502,182.819,306.0,173.462,120.23,41588028.832536,47500536.0,62393405.090242,15652029.0
2022-08-17,183.159,303.997,174.261,120.32,186.685,309.657,175.858,122.15,181.26,300.033,172.284,120.2,185.038,303.397,172.484,120.93,44726557.054732,68765970.0,79673985.562612,17589157.0
2022-08-16,188.592,306.563,172.743,122.51,191.22,314.667,173.422,123.2276,184.818,302.883,171.378,121.535,188.997,311.667,172.494,122.32,45171073.648325,88136322.0,56470571.249799,15626171.0
2022-08-15,190.12,309.32,172.903,122.88,191.439,313.133,173.103,123.26,185.936,301.23,171.061,121.57,186.815,301.787,171.236,122.21,45814336.517648,89359167.0,54181424.179685,15524951.0
2022-08-12,186.895,300.03,171.815,122.65,186.985,300.16,171.885,122.65,179.343,285.033,169.119,120.4001,181.41,289.415,169.539,121.16,47859328.272852,79657287.0,68152249.346557,16121087.0
2022-08-11,179.233,286.63,168.211,119.82,186.875,298.237,170.707,122.3402,178.574,285.833,167.911,119.55,181.12,296.513,169.778,122.08,50985828.951326,70155045.0,57243961.065284,16671627.0
2022-08-10,180.781,294.357,168.96,120.65,180.991,297.51,169.06,121.78,172.991,283.37,166.624,119.36,176.795,297.067,167.402,119.59,59804617.209215,94918872.0,70286942.624825,20497021.0
2022-08-09,170.681,283.333,164.647,117.5,174.29,292.397,165.545,118.2,167.065,279.353,162.98,116.56,172.341,290.293,163.748,117.99,66896031.961145,86244681.0,63240235.531185,15424257.0
2022-08-08,177.745,290.423,164.597,118.14,182.199,305.2,167.532,120.86,172.241,289.085,163.928,117.83,174.838,295.0,166.094,119.12,98481025.465237,99365274.0,60462470.257551,17061112.0
2022-08-05,189.691,288.17,165.076,118.22,192.088,304.607,165.575,118.86,186.466,285.545,162.73,116.71,187.904,302.67,162.94,116.93,38647134.72618,113172897.0,56791036.974998,15615663.0
2022-08-04,191.949,308.633,165.306,118.87,192.539,313.607,166.681,119.5,187.405,305.0,163.93,117.71,188.293,311.0,165.5,118.3,41007994.905709,72256317.0,55643352.012941,15757698.0
2022-08-03,188.732,307.397,165.625,118.78,189.481,309.55,166.083,119.42,181.18,301.15,160.261,116.15,181.65,305.0,160.351,116.34,41858211.610556,80091105.0,82759153.498384,25302816.0
2022-08-02,185.068,300.587,159.523,115.9,189.177,307.833,161.916,117.08,180.731,292.667,159.145,114.26,181.031,294.003,159.613,114.43,49003798.859865,95577468.0,60089754.248809,17911039.0
2022-08-01,184.218,297.277,161.019,115.48,188.263,311.878,163.092,117.12,179.712,295.0,160.401,114.69,181.63,301.275,160.521,115.53,47696647.61054,117042888.0,68036273.124217,22856202.0
2022-07-29,181.44,297.15,162.016,116.64,182.249,298.32,163.132,116.9,176.735,279.1,159.015,113.23,177.944,280.7,160.749,113.4,43591504.289719,95312883.0,102097331.70956,31336183.0
2022-07-28,179.652,280.9,156.872,114.59,181.21,283.3,157.16,114.7,174.218,272.8,153.941,111.851,179.562,280.067,156.502,112.8,47514181.313468,84722991.0,81626953.547934,23303844.0
2022-07-27,177.715,274.82,156.314,113.6,179.173,275.926,156.852,114.4,168.954,261.79,151.697,108.42,170.141,263.81,152.116,109.6,57037107.928717,88109988.0,78860497.92645,41474618.0
2022-07-26,165.157,258.86,151.139,105.44,169.014,267.31,152.62,107.74,164.608,256.263,150.342,104.76,168.714,266.513,151.802,107.43,39828028.299319,66820758.0,55306875.80949,36626630.0
2022-07-25,170.061,268.433,152.485,108.21,171.061,274.147,154.569,110.58,166.316,267.4,151.817,107.01,170.011,272.217,153.541,108.88,48124941.284988,64073505.0,53787509.509972,28289942.0
2022-07-22,173.011,272.243,153.621,108.36,179.483,280.787,155.805,113.18,171.186,270.713,152.943,107.6,178.743,276.22,154.917,111.81,53723116.713311,103472847.0,66878782.26567,44455304.0
2022-07-21,180.311,271.707,154.878,115.04,181.25,273.267,155.097,115.21,175.263,254.867,151.478,111.91,178.664,255.107,154.03,115.09,55763084.228653,142032177.0,65285164.171008,27267848.0
2022-07-20,177.884,247.5,152.575,114.7,179.138,250.663,153.253,116.33,167.834,243.483,149.912,113.26,169.293,246.783,150.64,114.06,76133179.532776,88864089.0,65021138.284517,26780088.0
2022-07-19,169.743,245.53,150.541,114.62,170.921,247.14,150.77,114.81,161.552,236.977,146.463,110.5,164.688,245.0,147.47,111.73,70309935.376612,80890110.0,83235480.980978,30992331.0
2022-07-18,160.842,240.547,146.623,109.91,168.794,250.517,151.109,114.8,159.852,239.603,146.254,109.3,162.85,244.937,150.282,113.44,67121747.363413,82537428.0,81669219.074803,33353985.0
2022-07-15,157.456,240.067,149.714,112.767,157.656,243.623,150.402,114.001,154.289,236.89,147.749,111.822,156.426,240.0,149.324,112.963,38633838.859705,69683019.0,76492540.112301,34330760.0
2022-07-14,153.56,238.313,148.018,111.44,154.568,238.653,148.497,111.988,147.126,229.333,142.814,109.326,150.922,234.897,143.642,110.826,45671115.149751,78557499.0,78379089.994522,32365540.0
2022-07-13,151.482,237.04,145.047,112.187,153.589,242.06,146.005,115.157,144.498,225.033,141.688,111.823,145.748,225.5,142.556,112.639,52246322.540617,97954497.0,71402691.194628,38958860.0
2022-07-12,150.662,233.07,145.417,114.849,154.149,239.773,147.998,117.849,148.616,228.368,144.609,114.615,152.521,236.847,145.317,116.838,45896175.869241,87930960.0,77825421.322125,24970160.0
2022-07-11,151.362,234.343,144.429,116.522,155.108,253.063,146.194,118.794,150.223,233.627,143.343,116.234,155.098,252.103,145.227,118.65,43884641.006774,99509220.0,63498207.144538,26830460.0
2022-07-08,158.216,250.763,146.593,120.168,160.202,254.98,147.101,120.435,153.729,241.161,144.559,117.514,154.139,242.333,144.823,117.55,46846032.490179,101854086.0,64744682.599774,29082200.0
2022-07-07,158.415,244.543,145.905,119.306,159.285,245.362,146.105,119.862,153.729,232.21,142.844,115.534,154.393,233.92,142.854,116.008,49341735.299282,81930690.0,66455796.993459,32183940.0
2022-07-06,151.142,231.733,142.486,115.214,153.03,234.563,143.682,116.352,147.736,227.187,140.651,112.251,149.944,230.78,140.925,114.092,52961820.745347,71853630.0,74290165.827486,28852680.0
2022-07-05,149.486,233.067,141.13,113.887,149.556,233.147,141.18,114.053,140.402,216.167,136.514,106.25,141.602,223.0,137.351,107.514,65288851.806789,84779112.0,73653617.122003,36429380.0
2022-07-01,145.078,227.263,138.507,109.081,150.471,230.23,138.617,109.806,143.769,222.12,135.248,107.105,148.846,227.0,135.626,108.337,57821310.786649,74460444.0,71268274.441544,31027880.0
2022-06-30,151.432,224.473,136.304,109.372,155.508,229.457,137.949,111.33,148.466,218.863,133.367,107.31,153.45,224.51,136.833,110.499,68678629.060689,94600452.0,99266329.806802,38046040.0
2022-06-29,155.258,228.49,138.807,112.256,158.036,231.173,140.242,113.664,151.542,222.273,136.254,111.554,157.976,230.5,137.042,112.148,48285585.823794,82897254.0,66444464.53214,18627860.0
2022-06-28,159.654,232.663,137.022,112.571,171.841,249.97,142.986,117.857,159.285,232.343,136.908,112.444,168.824,244.483,141.698,116.351,46234154.352505,90666501.0,67520654.15864,28316220.0
2022-06-27,168.514,244.92,141.229,116.622,173.121,252.07,143.054,119.25,166.081,242.566,140.536,116.001,172.941,249.367,142.261,118.935,42841468.064724,89178312.0,70422057.14677,32839300.0
2022-06-24,171.081,245.707,141.229,118.538,171.221,246.067,141.478,118.638,162.93,236.087,139.345,113.603,164.828,237.468,139.475,113.603,47264575.996017,95770695.0,89388662.427506,39122760.0
2022-06-23,162.081,235.07,137.849,112.684,165.677,239.317,138.169,113.196,158.365,228.637,135.218,111.029,165.012,237.905,136.404,112.95,46416367.385444,104202678.0,72654706.496195,24709720.0
2022-06-22,163.429,236.087,134.938,112.034,166.446,246.833,137.341,113.77,161.632,233.827,133.503,110.724,162.091,234.503,134.38,111.163,43845471.155899,101527260.0,73633147.876285,23921720.0
2022-06-21,165.487,237.037,135.457,112.015,169.902,243.577,136.643,112.673,163.898,224.333,132.915,109.294,164.573,224.603,133.014,109.702,48359322.72521,122792955.0,81247556.825825,39010280.0
2022-06-17,158.635,216.76,131.16,107.866,159.783,220.969,132.674,109.249,153.12,213.197,129.415,105.629,156.317,213.433,129.67,106.535,63099204.187628,92641770.0,134930605.67736,43516660.0
2022-06-16,155.848,213.1,129.665,106.636,159.258,225.167,131.987,109.29,153.849,208.693,128.648,105.793,158.435,222.737,131.679,108.149,54631843.439211,107390700.0,108290813.70758,35313240.0
2022-06-15,165.097,233.0,135.018,110.39,168.504,235.663,136.922,112.063,159.095,218.15,131.758,108.119,160.782,220.917,133.882,108.899,56452440.169189,119131935.0,91812167.156407,33192020.0
2022-06-14,158.196,220.89,132.356,107.194,160.492,226.33,133.483,108.458,153.959,211.737,131.081,106.352,157.146,218.287,132.725,106.89,47016986.781193,97988796.0,85042936.341621,25480940.0
2022-06-13,156.307,215.737,131.479,106.876,162.95,226.633,134.788,109.218,155.898,214.683,131.041,106.588,159.832,223.167,132.466,107.446,60478411.920693,102767262.0,122579856.80928,36756200.0
2022-06-10,169.563,232.23,136.713,111.428,176.785,239.5,140.332,113.497,168.514,227.913,136.643,110.861,175.818,235.157,139.853,112.781,46613580.061756,98090898.0,91845934.841864,31349740.0
2022-06-09,180.291,239.707,142.206,114.918,189.132,255.547,147.5,118.35,180.221,239.327,142.096,114.867,184.618,249.34,146.633,116.342,39598677.105224,96491307.0,69684883.446864,23141600.0
2022-06-08,186.286,241.867,147.51,117.238,191.599,249.963,149.414,118.646,185.158,239.177,147.011,116.697,187.794,240.087,148.128,116.876,36363169.741904,76210620.0,54114760.660604,22544260.0
2022-06-07,189.022,238.887,148.258,117.23,189.761,239.997,148.547,117.749,181.652,230.093,143.662,115.126,184.489,234.0,143.906,115.648,38940243.829264,72808602.0,68014979.371223,26413540.0
2022-06-06,187.625,238.28,145.695,117.011,193.128,244.867,148.117,119.398,185.41,234.35,144.459,116.528,191.15,244.353,146.583,116.742,42293653.156427,84204522.0,71816770.383988,23786720.0
2022-06-03,186.965,234.517,144.938,114.564,193.081,247.797,147.52,116.364,184.984,233.418,144.021,113.668,190.575,243.225,146.453,115.992,59953053.844639,112393737.0,88840447.339122,24952080.0
2022-06-02,195.676,258.333,150.75,117.746,195.946,264.21,150.81,117.898,181.751,242.067,146.413,113.308,182.69,244.157,147.381,114.188,64947026.512527,93473118.0,72568732.053199,27495400.0
2022-06-01,182.97,246.79,148.258,114.137,190.292,257.327,151.279,117.399,180.993,243.64,147.231,113.551,187.005,251.72,149.444,114.932,54519760.248409,77247963.0,74513225.137135,28629280.0
2022-05-31,186.487,252.753,148.388,114.039,191.758,259.6,150.202,116.434,183.269,244.743,146.393,112.572,189.561,257.947,148.616,113.079,66493336.655476,101914371.0,104034779.3688,51301920.0
2022-05-27,187.874,253.21,149.185,112.799,188.572,253.267,149.224,112.868,180.773,240.177,144.819,109.55,181.632,241.083,144.948,109.788,73930647.37994,89294982.0,91256006.907278,29924420.0
2022-05-26,178.286,235.91,143.343,108.296,180.693,239.557,143.901,108.955,160.018,217.887,136.723,105.488,160.158,220.473,136.972,106.051,99782583.879077,106003344.0,90877902.113845,30287480.0
2022-05-25,169.537,219.6,140.093,105.84,170.895,223.107,141.354,106.545,159.799,207.67,137.919,104.211,159.998,207.95,138.009,105.142,78211270.47516,92139324.0,92764788.017888,37899340.0
